anime_id,title,genre
9426,Pururun! Shizuku-chan,"Comedy, Kids"
34743,Shita-kiri Suzume (1974),"Historical, Kids"
30975,Nanoha,"Drama, Historical, Kids"
36456,Boku no Hero Academia 3rd Season,"Action, Comedy, School, Shounen, Super Power"
33980,Mirai ni Mukete: Bousai wo Kangaeru,Drama
32808,Xiong Chumo Zhi: Duo Bao Xiong Bing,"Adventure, Comedy"
35494,Haha wo Tazunete Sanzenri (Special),"Adventure, Drama"
1163,Neo Ranga,"Adventure, Horror, Mecha"
1585,Spectral Force,"Demons, Fantasy"
18499,Yozakura Quartet: Tsuki ni Naku,"Action, Magic, Comedy, Super Power, Supernatural, Shounen"
33537,My Home,Slice of Life
4607,Tsuma to Mama to Boin,Hentai
32259,Mahou no Tenshi Creamy Mami: Perfect Memory,"Parody, Shoujo, Slice of Life"
2977,Youjuu Sensen Adventure Kid,"Fantasy, Hentai, Demons, Horror"
31101,"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",Hentai
415,Tonari no Yamada-kun,"Slice of Life, Comedy"
36991,Lupin III 3DCG,"Action, Thriller"
2206,Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,"Sci-Fi, Comedy"
14333,Tanken Driland,"Adventure, Fantasy"
10947,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma no Hibi,"Comedy, Mecha, Sci-Fi"
23007,Ookami Shounen Ken (Movie),"Adventure, Kids"
3222,Kiddy Grade: Maelstrom,"Action, Mecha, Sci-Fi, Super Power"
3371,Ginga Eiyuu Densetsu Gaiden,"Action, Military, Sci-Fi, Space"
5375,Gakkyuu Ou Yamazaki,Comedy
1204,Kujira no Chouyaku,"Drama, Fantasy, Kids"
4461,Kouchou-sensei to Kujira,Drama
9706,Canaan: Minorikawa Report 201X Shanghai,"Action, Seinen"
29999,Aoki Uru: Overture,"Military, Sci-Fi"
1092,Mobile Suit Gundam III: Encounters in Space,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha"
2652,Doraemon: The Day When I Was Born,"Kids, Fantasy, Comedy, Sci-Fi, Shounen"
24317,Love Colon,Hentai
35062,Mahoutsukai no Yome,"Slice of Life, Fantasy, Magic, Shounen"
30704,Kakko Kawaii Sengen! Specials,Comedy
4195,Kodomo no Jikan: Ni Gakki,"Comedy, Ecchi, School"
37177,Da Shi Jie,"Comedy, Psychological, Thriller"
6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,"Action, Fantasy, Drama, Sci-Fi"
6189,Baton,"Adventure, Sci-Fi"
127,Gate Keepers,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen"
37224,JK to Inkou Kyoushi 4 feat. Ero Giin Sensei Namaiki Hamedoru Friends,"Hentai, School"
31362,Osiris no Tenbin,"Drama, Supernatural, Thriller"
31967,Dog Days&#039;&#039;: Gravure Talk,"Comedy, Fantasy"
31156,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari","Action, Drama, Magic, Fantasy, School"
1199,Nintama Rantarou,"Comedy, Kids"
9332,.hack//Quantum,"Action, Adventure, Fantasy, Game, Sci-Fi"
14293,Nerawareta Gakuen,"Sci-Fi, Romance, School"
31582,Mimizu Monogatari,Dementia
10573,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,"Sports, Shounen"
24681,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,"Slice of Life, Adventure, Historical, Drama"
2080,Majokko Club Yoningumi: A Kuukan kara no Alien X,"Action, Parody, Magic, Comedy, Sci-Fi"
5201,Salad Juu Yuushi Tomatoman,"Adventure, Comedy"
30119,Yowamushi Monsters,Kids
30363,Shinmai Maou no Testament Burst,"Action, Harem, Demons, Romance, Ecchi, Fantasy"
35994,Satsuriku no Tenshi,"Adventure, Horror, Psychological, Thriller"
34656,Ai Uta: Since 2007,Music
909,Geneshaft,"Adventure, Mecha, Sci-Fi, Space"
29495,Nanja Monja Obake,"Kids, Horror"
28961,Idol☆Sister,"Harem, Music, Hentai"
9391,Ginga Hyouryuu Vifam 13,"Action, Adventure, Mecha, Sci-Fi"
23607,Gaki Deka,"Comedy, Ecchi, Kids, Parody, Shounen"
32598,Tsukushi no Iwai,Historical
36389,Yukai na Mezamashi Tokei,Music
6119,Cookin&#039; Idol Ai! Mai! Main!,"Comedy, Kids"
35789,Yowamushi Pedal: Glory Line,"Comedy, Drama, Shounen, Sports"
37172,Nanatsu no Bitoku Specials,"Ecchi, Fantasy"
22481,Hello Kitty no Kieta Santa-san no Boushi,"Kids, Fantasy"
707,Comic Party Specials,"Comedy, Drama"
36652,Piano no Mori (TV),"Adventure, Music, Comedy, Drama, School, Seinen"
5871,Norakuro Nitouhei: Kyouren no Maki,"Action, Adventure"
2103,TO-Y,"Drama, Music, Shounen"
2714,Sotsugyou: Graduation,"Drama, School"
8891,Nihon-ichi no Otoko no Tamashii 2,"Comedy, Romance"
10889,Jungle Kurobee,Comedy
4866,Pico x CoCo x Chico,"Hentai, Yaoi"
17403,Kaitou Lupin: 813 no Nazo,Mystery
3859,Top Secret: The Revelation,"Sci-Fi, Mystery, Police, Psychological, Shoujo"
7768,Tantei Opera Milky Holmes,"Comedy, Super Power, Mystery"
18149,Ishida to Asakura Special,"Comedy, School, Seinen"
1896,Akibakei Kanojo,Hentai
14827,D.C.III: Da Capo III,"Ecchi, Romance, School, Drama"
13517,Ryuugajou Nanana no Maizoukin,"Comedy, Supernatural"
17891,Namida no Tsubomi,"Music, Slice of Life"
10389,Momo e no Tegami,"Supernatural, Drama"
30159,Super Taromu,"Mecha, Shounen"
34858,Toward Morning,Music
30537,Tiger & Bunny: Too Many Cooks Spoil the Broth.,"Action, Comedy, Mystery, Super Power"
23177,Piano Specials,"Slice of Life, Romance, Music, Drama, Shoujo"
6377,Zan Sayonara Zetsubou Sensei,"Parody, Comedy, School"
33344,Cello Hiki no Gauche,"Music, Kids, Fantasy"
32956,Aware! Meisaku-kun,"Comedy, Parody, Kids, School"
5753,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,"Action, Fantasy, Magic, Shoujo"
15795,Beast Saga,"Action, Sci-Fi, Kids, Shounen"
600,Legend of Duo,"Supernatural, Drama, Vampire, Shounen Ai"
14513,Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy, Magic, Shounen"
31401,Creamy Pie,Hentai
33514,Nama Lo Re: Furachimono The Animation,Hentai
2952,Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power"
30898,Tsunpri,Hentai
35974,Swan,Music
33391,Red Ash: Gearworld,"Action, Sci-Fi"
29713,Don&#039;t You Wish You Were Here?,Dementia
36990,Non Non Biyori Movie: Vacation,"Slice of Life, Comedy, Seinen"
5935,Animation Kikou: Marco Polo no Bouken,"Adventure, Historical"
24417,Maido! Urayasu Tekkin Kazoku,"Comedy, Shounen"
36894,Inazma Delivery: Dougyousha Attack-hen,"Action, Sci-Fi, Comedy"
1042,Bronze: Zetsuai Since 1989,"Drama, Music, Romance, Sports, Yaoi"
37095,Violet Evergarden Special,"Slice of Life, Drama, Fantasy"
25967,Backkom Sports,"Comedy, Kids, Sports"
9165,Attack No.1: Namida no Kaiten Receive,"Sports, Drama, Shoujo"
30583,Futa-bu! Mix: Futanari World,"Hentai, School, Yuri"
3035,Chouon Senshi Borgman,"Action, Sci-Fi, Demons"
2633,The☆Doraemons: Dokidoki Kikansha Daibakusou!,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
7580,Ikkitousen: Xtreme Xecutor,"Action, Ecchi, Martial Arts, School, Super Power"
6769,Mura Matsuri,Music
22791,Sora Iro Hana Iro,"Drama, Slice of Life"
32779,Anygedybudybombom,Music
2391,SD Gundam Force,"Adventure, Comedy, Fantasy, Mecha"
13407,Doudou,Fantasy
29633,Kiseki,"Music, Dementia"
19873,Marude Dameo,"Comedy, Sci-Fi, Shounen"
3679,Renketsu Houshiki,Hentai
1955,Kimagure Robot,"Comedy, Fantasy, Sci-Fi"
4028,Slayers Revolution,"Adventure, Comedy, Fantasy"
6090,Hon Ran,"Action, Magic, Martial Arts"
33122,Pâtisserie no Monster,Slice of Life
34474,Tsukipro The Animation,Music
31098,Ushio to Tora (TV) 2nd Season,"Action, Adventure, Comedy, Demons, Supernatural, Shounen"
1169,Green Legend Ran,"Adventure, Drama, Sci-Fi"
16912,gdgd Fairies 2 Episode 0,"Comedy, Fantasy"
3432,Chou Mashin Eiyuuden Wataru,"Action, Adventure, Comedy, Mecha"
8876,Koe de Oshigoto! The Animation,"Comedy, Ecchi, Seinen"
2456,Mori no Densetsu,"Adventure, Drama, Fantasy, Music"
6851,Kaitei no Boukun,Adventure
31880,B Who I Want 2 B,Music
20539,Nameko-ke no Ichizoku,"Comedy, Slice of Life"
33035,"Yuyushiki: Komarasetari, Komarasaretari","Slice of Life, Comedy, School"
34602,Guomin Laogong Dai Huijia,"Drama, Romance, School"
7416,Socket,Kids
16706,Kami nomi zo Shiru Sekai: Megami-hen,"Harem, Comedy, Supernatural, Romance, Shounen"
2382,Firestorm,"Action, Military, Sci-Fi, Adventure, Mecha"
189,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life"
27509,Toaru Majutsu no Index 10th Anniversary PV,"Action, Comedy, Magic, Sci-Fi, Super Power"
3539,Utsukushiki Emono-tachi no Gakuen,Hentai
15097,Tropical Kiss,Hentai
1441,Ginga Tetsudou no Yoru,"Drama, Fantasy, Historical, Kids, Mystery"
36317,Gaikotsu Shotenin Honda-san,"Slice of Life, Comedy, Supernatural"
878,Zegapain,"Action, Mecha, Romance, Sci-Fi"
35710,Baby Gamba,"Comedy, Kids"
23265,Genroku Koi Moyou: Sankichi to Osayo,"Adventure, Romance"
2573,Minami no Niji no Lucy,"Slice of Life, Adventure, Drama"
330,Midori no Hibi,"Comedy, Drama, Romance, Ecchi, Shounen"
35305,Kamiusagi Rope x Tokyo Gas,"Comedy, Slice of Life"
34300,Quanzhi Fashi,"Action, Magic, Fantasy, School"
35493,Chuukichi wa Kaetta,Historical
25077,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,"Music, Mystery"
3835,Ai no Gakkou Cuore Monogatari,"Slice of Life, Historical, Drama, School"
16247,Satsujin Kippu wa Heart-iro,"Mystery, Shoujo"
4220,Okon Joururi,"Fantasy, Historical, Drama"
2412,Cambrian,Hentai
31680,Super Lovers,"Slice of Life, Comedy, Drama, Romance, Shounen Ai"
11693,Match Uri no Shoujo,"Drama, Kids"
2785,OZ,"Action, Military, Sci-Fi, Drama, Shoujo"
14811,GJ-bu,"Comedy, School, Slice of Life"
29,Zipang,"Action, Military, Sci-Fi, Historical, Drama, Seinen"
36822,Kirakira,Music
8723,Anime Rakugo Kan,Comedy
12223,s.CRY.ed Alteration II: Quan,"Action, Sci-Fi, Adventure, Super Power, Shounen"
3896,Inbo,Hentai
7259,Kenju Giga,"Parody, Psychological"
17090,Agigongryong Doolie (2009),"Adventure, Kids"
4177,Bounen no Xamdou,"Action, Military, Sci-Fi"
9334,Mecha☆Afro-kun,Comedy
31133,Shounen Sunday CM Gekijou: InuYasha-hen,"Action, Fantasy, Demons"
924,Transformers: Choujin Master Force,"Adventure, Mecha, Sci-Fi, Shounen"
11703,Code:Breaker,"Action, Comedy, School, Shounen, Super Power, Supernatural"
25915,Sakura Capusule,"Slice of Life, Kids"
2962,Digimon Adventure 02 Movies,"Adventure, Fantasy, Kids, Sci-Fi"
5774,Seitokaichou ni Chuukoku,"Comedy, Drama, Romance, School, Yaoi"
6554,Kawa no Hikari,"Kids, Adventure"
6797,Docchi ni Suru?,"Comedy, Kids"
28749,Heijoukyou: Yasukerashi Miyako,Historical
14039,Katayoku no Khronos Gear,"Action, Sci-Fi"
17423,Pink Lady Monogatari: Eikou no Tenshi-tachi,"Music, Slice of Life, Drama"
32697,Ozmafia!!,"Harem, Historical, Romance, Fantasy, Shoujo"
35859,Black Jack: Futari no Kuroi Isha - Manner Movie,"Comedy, Parody"
9441,Yume-iro Pâtissière SP Professional,"Slice of Life, Shoujo"
10810,Pucca (2008),"Action, Parody, Comedy, Romance"
2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance"
2215,Kishin Taisen Gigantic Formula,"Mecha, Sci-Fi"
1029,Omoide Poroporo,"Slice of Life, Drama, Romance"
29481,Kakinoki Mokkii,"Fantasy, Kids"
6947,Uchurei!,"Comedy, Sci-Fi, Slice of Life"
36296,Hinamatsuri,"Sci-Fi, Slice of Life, Comedy, Supernatural, Seinen"
12397,Original Video Romance Animation,"Comedy, Hentai"
31223,Phantasy Star Online 2 The Animation,"Action, Game, Sci-Fi, School"
10552,Akebi no Hana: Maho,Hentai
9289,Hanasaku Iroha,"Slice of Life, Comedy, Drama"
34257,Cinderella Girls Gekijou,"Slice of Life, Comedy"
33010,FLCL Progressive,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi"
30137,Big Order,"Action, Super Power, Shounen"
33588,Shinkyoku no Grimoire The Animation: Unico no Natsuyasumi,"Fantasy, Hentai"
36092,Alluptoyou,Music
5686,Himekishi Angelica,Hentai
5374,Miracle! Mimika,"Kids, Slice of Life"
33739,Tian Xin Ge Ge,"Comedy, Historical, Kids"
9376,Yamato Takeru: After War,"Action, Adventure, Fantasy, Magic, Space, Mecha, Sci-Fi, Shounen"
28311,Koi Maguwai,"Hentai, Romance"
26333,Kaneko Misuzu: Yasashisa no Fuukei,"Drama, Kids"
8961,Tono to Issho: Ippunkan Gekijou,"Comedy, Samurai, Seinen"
5612,Terra Story,Hentai
5081,Bakemonogatari,"Romance, Supernatural, Mystery, Vampire"
33948,Hinako Note,"Slice of Life, Comedy"
3530,Virtuacall 2,Hentai
5621,Violence Gekiga David no Hoshi,Hentai
13359,PistStar,Magic
5503,Atagoal wa Neko no Mori,Kids
33671,Feng Shu Zhan Jing,"Action, Adventure, Mecha"
37360,Imouto Paradise! 3 The Animation,Hentai
5555,Suishou no Yoru: Aoi Kokuhaku yori,Hentai
2736,Mojakou,"Comedy, Fantasy, Sci-Fi"
29093,Grisaia no Meikyuu: Caprice no Mayu 0,Drama
36492,Road to You: Kimi e to Tsuzuku Michi,"Drama, Romance"
20987,Yozakura Quartet: Yoza-Quar!,Comedy
29927,Kaguya-hime,"Kids, Historical"
5324,Yakin Byoutou Kranke,Hentai
33958,Robber&#039;s Company,Comedy
14247,Lunn wa Kaze no Naka,"Drama, Romance"
3828,Maegami Tarou,Adventure
33703,Chao Shen Youxi,"Action, Game, Fantasy"
23909,Hoshi no Yuuenchi,"Adventure, Kids, Sci-Fi"
13835,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,"Action, Shoujo"
2300,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,"Action, Mecha, Sci-Fi, Shounen"
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,"Slice of Life, Comedy, Drama, Romance, School"
4544,Wanghu Sim Cheong,Fantasy
3166,Ayakashi,"Action, Sci-Fi, Horror, Fantasy"
3580,Ijoku,Hentai
3067,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,"Action, Military, Sci-Fi, Space, Drama"
34756,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,"Adventure, Kids"
34787,Idol Time PriPara,"Music, School, Shoujo"
5565,Spiral Over,Hentai
22435,New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,"Action, Mecha, Sci-Fi"
12393,Oyako Club,"Slice of Life, Comedy"
31236,Chieri to Cherry,"Adventure, Fantasy, Shoujo"
31478,Bungou Stray Dogs,"Action, Mystery, Comedy, Supernatural, Seinen"
6587,Kurokami: Intermission,"Action, Martial Arts, Super Power"
23089,Ponsuke no Haru,"Comedy, Kids"
5474,Yobarete Tobidete Akubi-chan,"Comedy, Fantasy, Kids"
2982,Yuuwaku,"Hentai, School"
12957,First Love,Hentai
2593,Kara no Kyoukai 1: Fukan Fuukei,"Action, Mystery, Supernatural, Thriller"
33091,Planetarian: Chiisana Hoshi no Yume,"Sci-Fi, Drama"
2422,Kenritsu Chikyuu Boueigun,"Action, Sci-Fi, Adventure, Comedy, Shounen"
1936,Misute♡naide Daisy,"Sci-Fi, Comedy, Romance, Shounen"
4444,Zero Duel Masters,"Adventure, Comedy, Game, Sports"
23273,Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen"
5348,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,"Adventure, Police, Comedy, Mystery, Shounen"
13993,Goulart Knights: Evoked the Beginning White,"Action, Drama, Fantasy, Shoujo, Supernatural"
36122,Ryuudouji Shimon no Inbou,Hentai
24029,Shijou Saikyou no Deshi Kenichi Specials,"Action, Martial Arts, Comedy, School, Shounen"
1002,Top wo Nerae 2! Diebuster,"Action, Sci-Fi, Space, Comedy, Drama, Mecha"
1460,Uchuu no Kishi Tekkaman Blade II,"Action, Adventure, Space, Mecha, Military, Drama, Sci-Fi"
1741,Hit wo Nerae! Specials,"Comedy, Ecchi"
31848,Ojisan to Marshmallow,"Slice of Life, Comedy, Romance"
28563,Hi Asobi wa Kaji no Moto: Kenta to Nyanta no Hi no Youjin,"Kids, Drama"
9957,Hoshizora no Violin,"Historical, Slice of Life"
7808,Zukkoke Knight: Don De La Mancha,"Adventure, Comedy, Historical, Romance"
35093,Saigo no Kuushuu: Kumagaya,"Drama, Historical"
35243,Ken-chan to Bouen Kazoku,"Kids, Drama"
5190,Mujintou Monogatari XX,Hentai
1233,Aozora Shoujo-tai,"Action, Comedy, Military, Romance, Shounen"
9056,Agitated Screams of Maggots,"Dementia, Music, Horror"
32051,One Piece: Adventure of Nebulandia,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
36043,Net-juu no Susume Special,"Game, Comedy, Romance"
9801,Hustle!! Tokitama-kun,Dementia
7497,Mikan-bune,Historical
33026,Time Bokan 24,"Adventure, Comedy, Mecha"
8740,One Piece Film: Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
9325,Shin Seiki Cream Lemon,"Hentai, Yuri"
11609,"Shuukan Shimakou: Sono Toki, Shimakou ga Ugoita!",Comedy
1253,Saint Seiya: Meiou Hades Meikai-hen,"Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power"
31853,Biohazard: Vendetta,"Action, Horror, Sci-Fi"
645,Hikaru no Go: Journey to the North Star Cup,"Game, Shounen"
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,"Action, Fantasy, Magic, Shoujo"
31537,Shingeki no Bahamut: Manaria Friends,"Action, Adventure, Demons, Fantasy, Magic, Supernatural"
1607,Venus Versus Virus,"Drama, Romance, Supernatural"
35590,Aware! Meisaku-kun: DVD Hatsubai Kettei!,"Comedy, Parody"
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Action, Military, Adventure, Fantasy"
1046,Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy"
487,Girls Bravo: Second Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School"
3527,Lesbian Byoutou,Hentai
8436,Animentary: Ketsudan,"Historical, Military"
10470,God Eater Prologue,"Action, Military, Sci-Fi, Fantasy"
5928,Kigyou Senshi Yamazaki: Long Distance Call,"Sci-Fi, Drama, Seinen"
4886,InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural"
34225,Ryuu no Me no Namida,"Fantasy, Kids"
3215,Fuyu no Hi,Historical
31056,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,"Comedy, Magic, Ecchi"
435,Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo"
5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,"Magic, Shoujo"
24985,Elite Jack!!,"School, Shoujo"
36470,Tada-kun wa Koi wo Shinai,"Slice of Life, Comedy, Romance"
18039,Rescue Me!,"Ecchi, Harem, Romance"
36726,Yuragi-sou no Yuuna-san,"Harem, Comedy, Supernatural, Romance, Ecchi, Shounen"
243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai"
37141,Hataraku Saibou (TV),"Comedy, Shounen"
28915,Hidamari Sketch x ☆☆☆ Recap,"Slice of Life, Comedy, School"
35119,Youkai Shoujo,Music
5034,Shikabane Hime: Kuro,"Action, Horror"
32415,Garo: Honoo no Kokuin - Home,"Action, Demons, Supernatural, Magic, Fantasy"
30861,Happy Bogeys,
11339,A-Channel+smile,"Comedy, School, Seinen, Slice of Life"
30437,Wakako-zake,"Seinen, Slice of Life"
7452,Mini Moni Yaru no da Pyon!,Comedy
37784,Tokino Kousa,Dementia
30080,Inishie no Megami to Houseki no Ite,Action
1300,Omishi Mahou Gekijou: Risky★Safety,"Comedy, Shounen"
900,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
5900,Jean Valjean Monogatari,Drama
33323,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru","Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
9608,Yuri Seijin Naoko-san,"Comedy, Shoujo Ai"
9392,Shounen Jack to Mahoutsukai,"Adventure, Fantasy"
17020,D.C.III: Da Capo III Special,"Romance, Music, School, Drama"
9917,Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,"Adventure, Comedy, Drama, Fantasy, Kids"
36956,Jewelry The Animation,"Hentai, Romance"
35626,Yao Shen Ji,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy"
32254,Ijigen Gattai Mojibakeru Z,"Game, Kids"
23659,Hi no Tori: Hagoromo-hen,Drama
36654,Tsukumogami Kashimasu,"Comedy, Demons, Historical, Slice of Life, Supernatural"
34324,Chiryokumaru,Action
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Comedy
28825,Himouto! Umaru-chan,"Comedy, School, Seinen, Slice of Life"
27839,Ticonderonga no Iru Umi,"Kids, Historical, Drama"
6964,Yuu☆Yuu☆Hakusho Picture Drama,"Action, Martial Arts, Comedy, Demons, Shounen"
9172,Kaitei Sanman Mile,"Adventure, Fantasy"
21409,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,Music
20431,Hoozuki no Reitetsu,"Comedy, Demons, Supernatural, Fantasy, Seinen"
32136,Narara Superboard,"Action, Adventure, Comedy"
30481,Ginga Tetsudou 999 for Planetarium,"Adventure, Space, Drama, Sci-Fi"
17563,Koutetsu no Vendetta Episode 0,"Action, Mecha, Military, Sci-Fi"
13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural"
9812,Bit the Cupid,Comedy
30385,Valkyrie Drive: Mermaid,"Action, Ecchi, Fantasy, Shoujo Ai"
262,Happy☆Lesson: The Final,"Comedy, Harem, Romance, School"
19613,New Initial D Movie: Legend 1 - Kakusei,"Action, Cars, Seinen, Sports"
35411,Hortensia Saga: Aoi no Kishidan,"Game, Fantasy"
25661,Mikan Enikki Specials,"Slice of Life, Comedy, Shoujo"
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,"Adventure, Magic, Comedy, Sci-Fi"
6182,Maihime,"Historical, Drama, Romance"
7667,Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,"Comedy, Sci-Fi, Shounen"
7290,Cyborg 009: Kaijuu Sensou,"Action, Adventure, Sci-Fi"
33192,Robot Town Sagami 2028,Drama
22113,Kyoukaisenjou no Horizon Specials,"Comedy, Fantasy, School"
33392,Gakuen Handsome,"Comedy, Parody, School, Shounen Ai"
5602,Navia Dratp,Fantasy
35453,Tobidase!! Buddy-kun,"Game, Parody"
36734,(a long day of) Mr. Calpaccio,Dementia
37067,Yume no Tochuu de,"Kids, Music"
36936,Mirai no Mirai,"Adventure, Drama, Fantasy"
12637,"Mogyutto ""Love"" de Sekkinchuu!",Music
21039,Gatchaman Crowds Insight,"Adventure, Sci-Fi"
7135,Mahou Sensei Negima! Anime Final,"Adventure, Magic, Supernatural"
33312,Color Noise,Dementia
10101,Shoujo Senki Brain Jacker,"Hentai, Supernatural"
1422,Lupin III: $1 Money Wars,"Action, Adventure, Mystery, Comedy, Seinen"
29457,Tenrankai de Atta Onnanoko,"Kids, Music"
2790,Oira Sukeban,"Comedy, Ecchi, School"
32255,Ashita Kirarin,"Drama, Kids"
13465,Little Charo: Touhoku-hen,Kids
35840,Hataraku Saibou,Sci-Fi
21663,Last Orders,"Action, Samurai, Sci-Fi"
16694,Sankarea: Wagahai mo... Zombie de Aru...,"Comedy, Horror, Supernatural, Romance, Ecchi, Shounen"
24803,Tobidasu Ehon 3D,Kids
4789,ef: A Tale of Melodies.,"Mystery, Supernatural, Drama, Romance"
8366,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,"Slice of Life, Comedy, Ecchi, School, Seinen"
1205,Aru Tabibito no Nikki,"Adventure, Fantasy"
7262,Kagirohi: Shaku Kei,Hentai
29475,Straw-saurus Neo,"Adventure, Fantasy, Kids, Sci-Fi"
7059,Black★Rock Shooter (OVA),"Action, Slice of Life, Drama, School"
25057,Kaba Enchou no Doubutsuen Nikki,"Kids, Comedy, Drama"
37343,Working Boys,Kids
4058,Makyou Gaiden Le Deus,"Action, Adventure, Mecha, Sci-Fi"
31560,Miss Monochrome: The Animation 3,"Comedy, Music, Slice of Life"
34086,Tales of Zestiria the X 2nd Season,"Action, Adventure, Magic, Fantasy"
36569,Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,"Comedy, Parody"
37571,Senjuushi,"Action, Military"
8574,Aoi Taiken,Hentai
2753,Ushiro no Shoumen Daare,"Historical, Drama"
29837,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction","Police, Supernatural, Mystery"
6823,Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,Fantasy
37013,Sex: Prologue,Drama
18357,Sore Ike! Anpanman: Tobase! Kibou no Handkerchief,"Comedy, Fantasy, Kids"
3652,Higurashi no Naku Koro ni Rei,"Mystery, Comedy, Psychological, Supernatural, Thriller"
31621,Ooyasan wa Shishunki!,"Comedy, Slice of Life"
8228,Jigoku Sensei Nube: Gozen 0 toki Nube Shisu!,"Adventure, Comedy, Horror, Supernatural, School, Shounen"
11841,Qin Shi Ming Yue: Ye Jin Tianming,"Action, Historical, Martial Arts, Fantasy"
15951,Amagami SS+ Plus Picture Drama,Romance
13207,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,"Comedy, Historical, Parody"
31965,Ba La La Xiao Mo Xian Zhi: Qiji Wubu,"Comedy, Magic, Shoujo"
12685,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,"Comedy, Parody, Fantasy"
17811,Kyoto Animation: Hassou-hen,Fantasy
35946,Nanatsu no Taizai Movie: Tenkuu no Torawarebito,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen"
30649,Shin Atashin&#039;chi,"Slice of Life, Comedy"
2473,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi"
24501,Inui-san!,"Comedy, Shoujo"
36113,Love,Music
34662,Fate/Apocrypha,"Action, Supernatural, Drama, Magic, Fantasy"
1958,Wish,"Music, Shoujo"
10191,Katte ni Kaizou,"Comedy, Parody, School, Sci-Fi, Shounen"
16910,Namiuchigiwa no Muromi-san,"Comedy, Fantasy, Slice of Life"
6511,Beast Wars Neo,"Action, Adventure, Mecha, Shounen, Super Power"
1962,Chikyuu Bouei Kazoku,"Action, Sci-Fi, Comedy, Drama"
2405,Hello! Lady Lynn,Drama
